159,1,0,0
160,1,1,0
161,0,0,1
162,0,1,1
163,0,1,1
164,0,1,0
165,1,1,1
166,1,0,0
167,1,0,1
168,1,1,0
169,1,1,0
170,0,0,1
171,0,0,0
172,0,0,1
173,1,1,0
174,1,1,0
175,0,0,1
176,0,0,1
177,0,0,1
178,1,1,0
179,1,1,1
180,1,0,1
181,0,0,1
182,1,1,0
183,0,0,0
184,0,0,1
185,1,0,0
186,1,0,1
187,0,1,1
188,0,0,1
189,1,1,0
190,0,1,1
191,0,1,0
192,0,0,0
193,1,1,1
194,1,1,1
195,0,0,1
196,1,1,0
197,0,0,1
198,1,0,1
199,0,0,1
200,0,1,1
201,1,1,0
202,1,1,1
203,1,1,0
204,0,0,1
205,1,1,0
206,1,1,0
207,0,0,1
208,1,1,0
209,1,1,0
210,0,0,1
211,0,0,1
212,0,1,1
213,0,1,1
214,1,1,0
215,0,1,1
216,1,1,0
217,0,0,1
218,1,0,0
219,1,0,1
220,1,0,0
221,1,1,1
222,1,1,0
223,1,1,1
224,0,1,0
225,0,0,1
226,1,1,0
227,0,1,1
228,1,1,0
229,0,1,0
230,0,0,0
231,0,0,0
232,0,1,0
233,1,1,1
234,1,0,0
235,1,1,0
236,0,1,1
237,0,0,1
238,0,0,1
239,1,1,0
240,1,0,1
241,1,1,0
242,1,0,1
243,1,1,0
244,0,1,1
245,1,1,0
246,0,0,1
247,1,1,1
248,0,0,1
249,0,1,1
250,1,0,0
251,1,1,0
252,1,1,1
253,0,0,0
254,0,0,1
255,0,1,1
256,0,1,1
257,0,0,1
258,0,0,1
259,1,0,0
260,1,1,0
261,0,0,1
262,0,0,0
263,1,0,0
264,1,0,1
265,1,0,1
266,1,0,0
267,1,1,0
268,0,0,1
269,0,1,0
270,0,0,0
271,1,0,0
272,1,0,0
273,1,1,1
274,0,0,0
275,1,1,1
276,0,1,1
277,0,0,1
278,0,0,1
279,1,1,1
280,1,0,1
281,0,0,1
282,1,1,0
283,1,1,0
284,0,0,1
285,1,1,1
286,0,0,1
287,1,1,0
288,0,0,1
289,1,1,0
290,0,0,1
291,1,1,1
292,0,0,1
293,1,1,0
294,1,1,0
295,0,0,1
296,0,1,1
297,1,1,0
298,0,0,1
299,1,1,0
300,1,0,0
301,1,1,0
302,1,1,1
303,1,1,1
304,1,1,1
305,1,0,1
306,0,1,1
307,0,0,1
308,0,0,1
309,1,1,1
310,1,1,1
311,1,1,0
312,1,1,1
313,0,0,1
314,0,1,0
315,1,1,0
316,1,0,1
317,1,1,1
318,0,0,1
319,1,0,0
320,1,0,0
321,0,1,1
322,1,1,0
323,1,1,0
324,1,0,0
325,0,0,1
326,1,1,0
327,1,1,0
328,0,0,1
329,1,1,0
330,0,0,0
331,0,0,1
332,0,0,1
333,1,0,1
334,1,1,0
335,0,0,1
336,1,1,0
337,0,0,1
338,0,1,1
339,1,0,1
340,0,1,1
341,1,1,1
342,1,1,1
343,0,0,1
344,0,0,0
345,0,0,1
346,0,0,0
347,0,0,1
348,1,0,1
349,0,0,1
350,1,1,0
351,0,0,1
352,0,0,1
353,1,1,1
354,1,1,0
355,1,1,0
356,0,0,0
357,1,1,1
358,1,1,1
359,0,1,1
360,1,1,1
361,1,0,0
362,1,1,1
363,1,1,0
364,0,1,1
365,0,0,1
366,0,1,0
367,0,1,1
368,0,0,1
369,0,0,1
370,0,0,1
371,0,0,0
372,1,1,0
373,1,1,0
374,1,0,0
375,0,1,1
376,0,0,1
377,0,1,0
378,1,0,1
379,0,0,1
380,1,1,0
381,1,1,0
382,0,1,1
383,1,0,0
384,0,0,1
385,1,1,0
386,1,1,0
387,0,0,1
388,0,1,1
389,0,1,1
390,0,0,1
391,0,0,1
392,1,1,0
393,0,1,0
394,1,1,0
395,0,0,1
396,0,0,0
397,0,1,1
398,0,0,1
399,1,0,0
400,0,0,1
401,0,1,1
402,1,1,0
403,0,0,0
404,0,0,1
405,1,1,1
406,0,0,0
407,1,1,1
408,1,1,0
409,1,1,0
410,1,0,1
411,0,1,1
412,0,0,0
413,0,0,1
414,1,1,0
415,0,1,0
416,1,1,0
417,0,0,0
418,1,1,1
419,1,1,0
420,0,0,1
421,1,0,1
422,1,1,0
423,1,1,0
424,0,1,1
425,1,1,1
426,0,1,1
427,0,1,1
428,1,0,0
429,1,0,1
430,0,1,0
431,0,1,1
432,1,1,1
433,1,1,1
434,0,0,0
435,1,0,0
436,0,1,1
437,1,1,1
438,0,1,0
439,1,0,0
440,1,1,0
441,1,1,0
442,1,0,0
443,1,1,0
444,0,1,1
445,1,1,1
446,1,1,0
447,1,1,0
448,0,0,1
449,0,0,1
450,0,1,1
451,1,0,0
452,1,1,0
453,0,0,0
454,1,1,1
455,0,0,1
456,0,1,1
457,0,0,0
458,0,0,1
459,0,0,1
460,1,1,0
461,1,1,0
462,0,1,1
463,1,1,0
464,1,1,0
465,1,0,0
466,0,0,0
467,1,1,0
468,0,1,0
469,0,1,0
470,1,0,0
471,0,1,1
472,0,0,1
473,1,1,0
474,1,1,0
475,0,0,1
476,1,1,1
477,0,0,1
478,0,0,1
479,1,1,0
480,1,1,0
481,1,1,0
482,0,0,1
483,1,0,0
484,0,0,1
485,1,0,0
486,0,0,1
487,0,1,1
488,1,1,0
489,1,1,1
490,0,1,1
491,1,1,0
492,1,1,0
493,0,0,1
494,1,0,0
495,1,1,0
496,0,1,1
497,0,0,1
498,0,1,1
499,0,0,0
500,1,0,0
501,1,0,1
502,0,0,1
503,0,1,1
504,1,1,0
505,0,1,0
506,1,0,0
507,1,1,0
508,1,1,0
509,1,0,0
510,0,0,1
511,1,1,0
512,0,0,1
513,1,1,1
514,0,0,1
515,1,1,0
516,0,0,0
517,0,0,0
518,1,1,1
519,1,0,0
520,0,0,1
521,0,0,1
522,0,1,1
523,1,0,0
524,0,0,1
525,1,1,1
526,1,1,1
527,0,1,1
528,1,1,0
529,0,0,1
530,0,0,1
531,1,1,0
532,0,1,1
533,1,1,0
534,0,0,1
535,0,0,0
536,0,0,1
537,0,0,1
538,1,1,0
539,1,1,0
540,0,0,0
541,0,1,1
542,0,0,0
543,1,1,0
544,1,1,1
545,1,1,0
546,0,0,1
547,1,1,0
548,1,1,0
549,1,1,0
550,0,0,1
551,1,0,0
552,0,1,1
553,1,1,0
554,0,1,0
555,1,0,0
556,1,1,0
557,1,1,1
558,0,1,1
559,0,0,1
560,0,1,1
561,1,0,1
562,0,0,1
563,0,1,1
564,0,0,1
565,0,0,0
566,1,0,0
567,1,0,0
568,1,1,1
569,1,1,0
570,0,0,1
571,1,1,0
572,1,0,0
573,0,0,1
574,0,0,1
575,0,0,0
576,1,0,0
577,0,0,1
578,0,0,1
579,1,1,0
580,0,0,1
581,0,0,1
582,1,1,0
583,0,0,1
584,0,0,1
585,0,0,0
586,0,0,1
587,1,0,0
588,0,0,0
589,1,1,0
590,0,0,1
591,1,1,1
592,1,1,1
593,0,0,1
594,0,0,1
595,0,1,0
596,1,1,1
597,1,1,0
598,1,1,0
599,1,1,0
600,1,1,0
601,1,1,1
602,1,1,0
603,1,1,0
604,1,0,1
605,1,0,0
606,1,1,0
607,0,0,1
608,1,0,1
609,0,0,1
610,0,0,0
611,1,0,0
612,0,0,1
613,0,0,1
614,1,0,0
615,0,0,0
616,1,0,0
617,0,0,1
618,0,0,0
619,1,1,0
620,0,0,1
621,0,0,0
622,0,0,1
623,1,0,0
624,1,1,1
625,0,1,0
626,0,1,1
627,0,1,1
628,1,1,1
629,1,1,0
630,1,1,1
631,0,1,1
632,1,1,0
633,0,0,1
634,1,1,0
635,0,1,0
636,1,0,1
637,1,0,0
638,1,1,0
639,1,1,1
640,0,0,0
641,0,0,1
642,0,0,1
643,1,1,0
644,1,0,1
645,0,0,1
646,0,0,0
647,1,1,1
648,1,1,0
649,1,1,0
650,1,0,1
651,0,1,1
652,0,1,1
653,1,1,0
654,1,0,0
655,0,0,1
656,1,1,0
657,1,1,1
658,1,1,0
659,1,1,1
660,1,1,0
661,1,0,0
662,0,0,1
663,1,1,0
664,0,0,1
665,0,1,1
666,1,1,0
667,1,1,0
668,1,1,1
669,0,0,1
670,0,0,1
671,1,1,0
672,1,1,0
673,0,0,1
674,0,0,0
675,0,0,1
676,1,1,1
677,1,1,1
678,1,1,0
679,1,1,0
680,1,1,0
681,1,1,0
682,1,0,0
683,1,0,1
684,0,0,0
685,1,0,0
686,1,0,0
687,1,1,0
688,0,1,1
689,0,0,0
690,0,0,1
691,1,1,0
692,0,0,1
693,0,0,0
694,1,0,0
695,1,0,0
696,1,1,1
697,1,1,0
698,0,0,1
699,1,1,0
700,0,0,1
701,0,0,1
702,1,0,0
703,1,0,1
704,0,0,1
705,1,0,0
706,1,0,1
707,1,0,0
708,1,0,0
709,0,0,1
710,1,1,0
711,0,0,1
712,0,0,0
713,1,0,0
714,0,0,0
715,0,0,1
716,1,0,0
717,1,0,0
718,0,1,1
719,1,1,0
720,1,1,1
721,0,1,1
722,1,0,1
723,1,1,1
724,0,0,1
725,1,0,0
726,0,0,1
727,0,0,0
728,0,1,1
729,1,1,0
730,0,0,1
731,0,0,1
732,1,0,1
733,0,0,0
734,0,0,0
735,0,0,0
736,1,1,0
737,1,1,0
738,1,1,0
739,0,1,1
740,0,1,1
741,1,1,0
742,1,1,0
743,1,1,0
744,1,1,0
745,0,1,0
746,1,0,1
747,0,0,1
748,1,1,0
749,0,1,1
750,1,1,0
751,0,0,1
752,1,1,0
753,0,1,1
754,1,1,0
755,1,1,1
756,0,0,1
757,0,0,1
758,1,1,1
759,1,0,1
760,1,1,1
761,0,1,0
762,0,0,1
763,0,0,1
764,0,0,1
765,0,1,1
766,0,0,1
767,1,1,1
768,0,0,0
769,1,0,0
770,0,0,0
771,0,1,1
772,1,0,0
773,1,0,1
774,1,0,0
775,1,1,1
776,0,0,1
777,0,0,1
778,0,1,1
779,0,0,1
780,0,0,0
781,1,1,0
782,1,0,0
783,1,0,0
784,0,0,1
785,1,1,0
786,1,1,0
787,1,1,1
788,0,1,1
789,1,1,0
790,0,1,0
791,1,1,0
792,0,1,1
793,0,1,0
794,0,0,1
795,1,1,0
796,0,1,1
797,1,1,0
798,1,1,1
799,1,1,0
800,1,1,1
801,0,0,1
802,0,0,1
803,0,0,0
804,0,0,1
805,0,0,0
806,0,1,0
807,0,0,1
808,1,0,0
809,0,0,0
810,1,0,0
811,0,1,0
812,0,0,1
813,0,0,1
814,0,0,1
815,1,1,1
816,1,0,0
817,1,1,0
818,0,0,1
819,0,0,1
820,1,1,0
821,0,0,1
822,1,0,0
823,1,1,0
824,1,1,0
825,0,0,1
826,0,0,0
827,1,1,0
828,1,0,1
829,1,0,1
830,1,0,0
831,0,1,0
832,1,1,0
833,0,0,1
834,0,0,1
835,0,0,0
836,1,1,0
837,0,0,1
838,0,0,1
839,1,1,0
840,0,0,0
841,0,0,1
842,0,0,1
843,0,0,1
844,0,0,1
845,0,0,1
846,0,0,1
847,1,1,1
848,0,0,0
849,1,1,0
850,0,0,1
851,0,0,0
852,1,0,0
853,1,0,1
854,0,0,1
855,0,0,1
856,0,0,0
857,1,1,0
858,1,0,0
859,1,1,1
860,0,0,1
861,1,1,1
862,1,1,0
863,0,0,1
864,0,0,0
865,0,1,1
866,1,1,0
867,1,1,1
868,1,1,0
869,0,0,1
870,1,1,1
871,0,0,1
872,1,1,0
873,1,1,1
874,0,1,1
875,0,0,1
876,1,0,1
877,0,0,1
878,0,0,0
879,0,1,0
880,0,0,1
881,1,0,0
882,1,1,0
883,1,0,0
884,1,1,1
885,1,1,0
886,0,0,1
887,1,0,0
888,1,1,0
889,1,1,0
890,1,1,0
891,1,1,0
892,0,0,1
893,0,0,1
894,0,0,1
895,1,0,0
896,1,1,1
897,1,1,0
898,1,1,0
899,0,1,1
900,0,1,1
901,0,0,1
902,1,1,0
903,1,0,0
904,0,0,1
905,0,1,1
906,1,1,0
907,0,1,0
908,0,0,1
909,1,1,1
910,0,1,0
911,1,1,1
912,1,1,0
913,0,0,1
914,0,1,0
915,0,0,1
916,1,0,1
917,1,0,0
918,1,1,1
919,0,0,0
920,0,0,0
921,1,1,1
922,0,0,1
923,0,0,1
924,1,1,1
925,0,0,1
926,1,1,0
927,1,1,1
928,1,1,0
929,1,1,1
930,0,1,1
931,0,0,1
932,0,1,1
933,1,0,0
934,0,1,1
935,0,0,1
936,1,1,0
937,0,0,1
938,1,0,0
939,0,1,0
940,0,1,0
941,0,0,1
942,0,0,1
943,1,0,1
944,0,0,1
945,0,0,1
946,0,1,1
947,1,1,0
948,1,1,0
949,0,0,1
950,1,1,1
951,1,1,0
952,0,0,0
953,1,0,0
954,1,1,0
955,0,0,1
956,1,1,0
957,1,1,0
958,0,0,1
959,1,0,0
960,0,0,1
961,0,0,0
962,1,1,0
963,0,0,1
964,0,1,1
965,1,1,1
966,0,1,1
967,0,0,1
968,0,0,0
969,1,0,0
970,1,0,0
971,0,0,1
972,0,1,1
973,0,0,0
974,1,0,0
975,0,1,0
976,0,0,1
977,1,1,0
978,1,1,0
979,0,1,1
980,0,0,1
981,1,1,0
982,1,1,0
983,0,1,0
984,0,0,1
985,0,0,1
986,1,1,0
987,0,0,1
988,1,1,1
989,1,1,1
990,0,0,1
991,1,1,0
992,0,1,1
993,0,1,1
994,0,0,0
995,0,0,1
996,0,0,0
997,0,0,0
998,0,0,1
999,0,1,1
1000,1,1,1
1001,0,0,1
1002,1,0,0
1003,1,0,0
1004,1,1,1
1005,0,1,0
1006,1,0,1
1007,0,0,1
1008,1,1,1
1009,1,1,0
1010,0,0,1
1011,1,1,0
1012,1,1,1
1013,0,0,1
1014,1,1,0
1015,0,0,1
1016,1,1,0
1017,0,0,1
1018,1,1,1
1019,1,0,1
1020,0,0,0
1021,1,1,0
1022,0,1,1
1023,0,0,1
1024,1,1,0
1025,0,0,1
1026,0,0,1
1027,0,1,1
1028,0,0,1
1029,0,0,1
1030,0,1,0
1031,0,1,1
1032,0,0,0
1033,1,0,1
1034,0,0,0
1035,1,1,1
1036,1,1,0
1037,1,0,0
1038,1,1,0
1039,0,1,1
1040,1,1,0
1041,0,0,1
1042,1,0,0
1043,0,0,1
1044,0,0,1
1045,0,0,1
1046,1,0,0
1047,0,1,0
1048,1,1,0
1049,1,1,0
1050,1,1,0
1051,1,0,0
1052,1,1,0
1053,1,1,0
1054,1,1,1
1055,0,1,0
1056,0,0,1
1057,1,1,0
1058,0,0,1
1059,0,0,1
1060,1,1,0
1061,0,0,1
1062,1,1,0
1063,0,0,1
1064,1,1,0
1065,0,0,1
1066,1,1,1
1067,1,0,1
1068,0,0,0
1069,1,1,0
1070,1,1,1
1071,0,0,1
1072,0,1,1
1073,1,1,1
1074,0,0,1
1075,1,1,0
1076,0,0,1
1077,1,0,0
1078,0,1,1
1079,1,1,1
1080,1,1,0
1081,1,1,0
1082,1,1,1
1083,0,0,1
1084,1,1,0
1085,1,1,0
1086,0,0,0
1087,1,1,0
1088,1,1,0
1089,1,1,0
1090,1,0,1
1091,0,1,1
1092,1,1,0
1093,1,0,0
1094,1,0,1
1095,0,0,1
1096,0,1,1
1097,1,0,0
1098,0,1,0
1099,0,0,1
1100,0,0,1
1101,1,1,0
1102,0,0,0
1103,0,0,1
1104,1,1,1
1105,1,1,1
1106,0,0,0
1107,1,1,1
1108,1,1,0
1109,0,1,1
1110,1,1,0
1111,0,1,1
1112,0,0,1
1113,1,0,0
1114,0,0,1
1115,0,1,0
1116,0,1,1
1117,0,0,1
1118,1,0,0
1119,0,1,1
1120,0,1,1
1121,1,1,1
1122,1,1,0
1123,0,0,1
1124,1,0,1
1125,0,0,0
1126,0,0,1
1127,0,0,1
1128,1,1,0
1129,1,0,0
1130,1,1,0
1131,0,0,1
1132,0,1,1
1133,1,1,0
1134,0,0,1
1135,1,1,1
1136,0,0,0
1137,0,0,1
1138,0,0,0
1139,0,1,0
1140,1,1,0
1141,0,1,1
1142,0,0,0
1143,1,1,0
1144,1,1,0
1145,1,0,0
1146,1,1,1
1147,1,1,0
1148,0,0,1
1149,1,0,0
1150,0,1,1
1151,0,0,1
1152,1,1,1
1153,1,0,0
1154,0,0,0
1155,0,0,0
1156,1,0,0
1157,0,0,1
1158,1,1,1
1159,0,0,1
1160,0,0,0
1161,0,0,1
1162,1,1,0
1163,0,0,1
1164,0,0,1
1165,0,0,1
1166,1,1,0
1167,0,1,1
1168,1,1,0
1169,1,1,1
1170,1,0,0
1171,0,0,1
1172,0,0,0
1173,0,1,0
1174,1,1,0
1175,1,0,1
1176,0,1,0
1177,0,0,1
1178,1,1,1
1179,1,1,1
1180,1,1,0
1181,0,0,0
1182,1,1,0
1183,0,0,1
1184,0,0,1
1185,1,1,0
1186,1,1,0
1187,1,1,0
1188,0,0,1
1189,1,1,0
1190,1,1,0
1191,0,0,1
1192,0,0,1
1193,0,1,0
1194,1,1,0
1195,0,1,1
1196,0,0,0
1197,0,1,0
1198,1,0,0
1199,0,0,0
1200,0,0,1
1201,0,0,1
1202,1,1,0
1203,1,0,1
1204,1,1,0
1205,1,0,0
1206,1,1,1
1207,1,0,0
1208,0,1,1
1209,0,0,1
1210,1,1,1
1211,0,0,1
1212,0,0,1
1213,0,0,1
1214,1,1,0
1215,0,1,0
1216,0,1,1
1217,1,0,0
1218,1,1,0
1219,1,0,1
1220,0,0,1
1221,1,1,1
1222,1,1,0
1223,1,1,0
1224,0,0,1
1225,0,0,0
1226,0,0,1
1227,1,0,0
1228,0,0,0
1229,0,0,1
1230,0,0,1
1231,1,1,1
1232,1,1,1
1233,0,0,1
1234,1,1,1
1235,0,1,1
1236,0,0,1
1237,1,1,0
1238,1,1,0
1239,1,1,0
1240,1,1,0
1241,0,0,1
1242,0,0,0
1243,1,1,0
1244,0,0,1
1245,0,0,1
1246,0,1,0
1247,1,1,1
1248,1,0,0
1249,0,1,0
1250,0,0,1
1251,0,0,1
1252,1,0,0
1253,1,1,0
1254,0,0,1
1255,1,0,0
1256,0,1,0
1257,0,1,1
1258,0,0,1
1259,1,1,0
1260,0,1,1
1261,1,1,0
1262,0,0,1
1263,1,1,0
1264,0,0,1
1265,0,0,0
1266,1,0,0
1267,1,1,0
1268,0,0,1
1269,1,1,0
1270,0,0,1
1271,0,0,0
1272,0,0,0
1273,0,0,0
1274,0,0,1
1275,1,1,1
1276,1,1,0
1277,0,0,0
1278,0,0,1
1279,1,1,0
1280,1,1,0
1281,1,0,1
1282,0,1,1
1283,0,0,1
1284,1,0,0
1285,0,0,1
1286,0,0,1
1287,0,0,1
1288,1,1,0
1289,1,0,0
1290,1,1,1
1291,0,1,1
1292,1,1,1
1293,1,1,0
1294,1,0,1
1295,1,1,0
1296,1,1,0
1297,1,1,1
1298,0,0,1
1299,1,1,0
1300,1,1,0
1301,1,0,1
1302,1,1,0
1303,0,0,1
1304,1,1,0
1305,0,1,1
1306,1,1,0
1307,1,0,0
1308,0,0,1
1309,0,0,0
1310,1,0,0
1311,0,1,1
1312,0,1,0
1313,1,1,0
1314,0,0,1
1315,1,1,1
1316,0,1,1
1317,1,1,1
1318,0,1,1
1319,0,1,1
1320,0,0,0
1321,1,1,1
1322,1,1,0
1323,1,1,0
1324,1,1,0
1325,0,0,1
1326,1,1,0
1327,1,1,0
1328,0,0,1
1329,0,0,1
1330,0,0,0
1331,0,1,1
1332,1,1,1
1333,1,1,0
1334,0,0,1
1335,0,1,0
1336,0,0,1
1337,0,0,1
1338,1,1,1
1339,1,1,0
1340,1,1,0
1341,0,1,1
1342,1,1,1
1343,0,0,1
1344,1,1,0
1345,1,1,0
1346,0,1,0
1347,1,1,1
1348,0,0,1
1349,1,1,0
1350,0,0,1
1351,1,1,0
1352,0,0,1
1353,1,1,1
1354,0,1,1
1355,1,1,0
1356,0,0,1
1357,0,1,1
1358,0,0,1
1359,1,1,0
1360,0,0,0
1361,1,1,0
1362,1,0,0
1363,0,1,1
1364,1,1,1
1365,1,0,0
1366,0,0,1
1367,0,0,1
1368,1,1,0
1369,0,0,0
1370,0,0,1
1371,0,0,0
1372,0,1,1
1373,1,1,1
1374,0,0,1
1375,0,1,1
1376,0,0,1
1377,1,1,0
1378,1,1,0
1379,1,1,1
1380,0,0,1
1381,0,0,1
1382,0,0,1
1383,0,0,1
1384,1,1,1
1385,0,0,1
1386,1,1,1
1387,0,1,1
1388,1,0,0
1389,1,1,0
1390,1,0,0
1391,0,0,1
1392,0,1,1
1393,0,0,1
1394,1,1,0
1395,0,0,1
1396,1,0,0
1397,0,0,0
1398,1,0,0
1399,1,0,1
1400,1,0,0
1401,1,1,1
1402,0,1,1
1403,1,1,1
1404,0,0,1
1405,1,1,0
1406,1,1,0
1407,0,1,0
1408,0,0,1
1409,1,1,0
1410,1,1,0
1411,0,0,1
1412,1,0,0
1413,0,0,0
1414,1,0,0
1415,0,1,1
1416,1,1,1
1417,1,1,0
1418,1,0,1
1419,1,0,0
1420,0,0,0
1421,1,1,1
1422,0,1,1
1423,1,0,0
1424,1,1,0
1425,0,0,1
1426,0,1,1
1427,0,1,1
1428,1,0,0
1429,1,1,1
1430,1,1,1
1431,0,0,1
1432,0,1,1
1433,1,1,0
1434,0,1,0
1435,1,1,0
1436,1,1,0
1437,1,1,0
1438,0,0,1
1439,0,0,1
1440,0,0,1
1441,1,1,0
1442,1,1,0
1443,0,0,0
1444,1,1,0
1445,1,1,1
1446,1,0,1
1447,1,1,0
1448,0,0,1
1449,0,1,1
1450,1,1,0
1451,0,0,1
1452,1,0,0
1453,1,1,0
1454,0,1,0
1455,1,1,0
1456,0,0,1
1457,0,1,1
1458,0,0,1
1459,1,0,0
1460,1,1,0
1461,1,0,0
1462,0,0,1
1463,0,1,1
1464,0,1,1
1465,0,0,0
1466,0,0,0
1467,0,0,0
1468,0,0,0
1469,1,0,0
1470,0,0,1
1471,1,0,0
1472,0,1,1
1473,0,0,0
1474,1,1,1
1475,0,1,0
1476,1,1,0
1477,1,1,0
1478,1,1,0
1479,0,1,1
1480,1,1,1
1481,1,0,1
1482,1,0,0
1483,0,1,1
1484,0,0,0
1485,0,0,0
1486,0,0,1
1487,0,0,1
1488,0,0,0
1489,0,0,0
1490,0,0,0
1491,0,0,1
1492,0,0,0
1493,1,1,0
1494,0,1,0
1495,0,0,1
1496,0,0,1
1497,0,0,1
1498,0,0,0
1499,0,0,1
1500,0,0,0
1501,1,0,0
1502,0,0,0
1503,1,1,0
1504,1,0,1
1505,1,1,0
1506,0,0,1
1507,0,1,0
1508,0,1,0
1509,1,1,1
1510,1,0,0
1511,0,0,1
1512,1,1,0
1513,1,1,0
1514,0,1,1
1515,0,0,1
1516,1,0,1
1517,1,1,0
1518,0,1,1
1519,1,1,0
1520,1,1,0
1521,1,0,0
1522,1,1,0
1523,0,0,1
1524,0,0,1
1525,0,0,1
1526,1,1,0
1527,1,1,1
1528,1,1,0
1529,1,1,0
1530,1,1,0
1531,1,1,1
1532,0,1,0
1533,1,1,0
1534,1,0,0
1535,0,0,1
1536,1,1,1
1537,1,1,0
1538,1,1,0
1539,1,0,0
1540,0,0,1
1541,0,0,1
1542,1,1,0
1543,0,0,0
1544,1,0,0
1545,0,1,0
1546,0,0,1
1547,1,0,0
1548,1,1,1
1549,1,0,0
1550,1,0,0
1551,0,1,1
1552,1,1,0
1553,1,1,0
1554,0,0,0
1555,1,1,1
1556,0,0,0
1557,0,0,1
1558,1,1,0
1559,1,1,1
1560,1,1,1
1561,1,0,0
1562,0,0,0
1563,1,0,0
1564,0,0,1
1565,1,1,0
1566,1,0,0
1567,0,0,1
1568,0,0,0
1569,1,0,1
1570,0,0,1
1571,1,1,0
1572,1,0,1
1573,1,0,1
1574,1,1,1
1575,0,0,1
1576,1,1,1
1577,1,1,1
1578,1,0,0
1579,1,1,0
1580,0,0,1
1581,0,1,1
1582,1,1,0
1583,0,0,1
1584,1,0,0
1585,0,0,1
1586,1,1,0
1587,1,1,0
1588,0,1,0
1589,0,0,1
1590,0,0,0
1591,0,1,1
1592,1,1,1
1593,1,1,0
1594,0,0,0
1595,1,1,0
1596,1,1,0
1597,0,0,0
1598,1,1,0
1599,0,0,1
1600,1,0,0
1601,0,1,1
1602,1,0,0
1603,0,1,0
1604,1,0,0
1605,1,1,0
1606,0,0,0
1607,0,1,0
1608,0,1,1
1609,1,0,0
1610,1,1,1
1611,1,1,1
1612,0,0,1
1613,1,0,1
1614,0,0,0
1615,1,1,0
1616,0,0,1
1617,1,1,1
1618,0,1,0
1619,0,1,1
1620,0,1,1
1621,1,1,0
1622,0,0,1
1623,1,1,0
1624,0,0,1
1625,1,0,0
1626,0,0,0
1627,0,1,1
1628,0,0,1
1629,0,1,0
1630,1,1,0
1631,1,1,1
1632,1,1,0
1633,0,0,1
1634,1,0,1
1635,1,1,0
1636,0,0,1
1637,0,0,1
1638,0,0,0
1639,0,0,1
1640,1,0,0
1641,1,1,0
1642,0,0,1
1643,1,1,0
1644,1,1,0
1645,1,1,1
1646,0,0,1
1647,1,1,1
1648,1,1,0
1649,0,0,1
1650,1,1,0
1651,1,0,1
1652,1,0,1
1653,1,1,1
1654,1,1,0
1655,1,1,0
1656,0,0,1
1657,1,0,1
1658,1,1,0
1659,1,1,0
1660,1,0,1
1661,1,1,1
1662,1,1,1
1663,0,0,1
1664,1,0,1
1665,1,0,0
